Subject Name:D:\adrian0706nast.txt
File Created: 08.06.2016 00:10:17 
Version: 2.3 
Released: 4/22/2012
 
Elapsed Time 	Action 	 X	Y
2123,054	Moved	479	200
2123,062	Moved	479	204
2123,07	Moved	480	206
2123,078	Moved	480	207
2123,084	Moved	481	208
2123,092	Moved	481	209
2123,177	Moved	481	210
2123,193	Moved	481	211
2123,201	Moved	481	212
2123,217	Moved	482	213
2123,547	Moved	482	214
2123,555	Moved	482	218
2123,563	Moved	481	240
2123,571	Moved	479	264
2123,579	Moved	477	293
2123,587	Moved	475	326
2123,596	Moved	473	358
2123,604	Moved	474	391
2123,609	Moved	476	422
2123,617	Moved	483	446
2123,625	Moved	495	472
2123,633	Moved	511	499
2123,641	Moved	527	532
2123,649	Moved	546	569
2123,657	Moved	571	609
2123,665	Moved	596	648
2123,673	Moved	621	688
2123,681	Moved	644	726
2123,692	Moved	661	756
2123,698	Moved	671	783
2123,705	Moved	677	812
2123,711	Moved	679	838
2123,719	Moved	683	867
2123,727	Moved	689	895
2123,735	Moved	697	921
2123,743	Moved	703	946
2123,751	Moved	707	961
2123,759	Moved	708	972
2123,767	Moved	710	980
2123,776	Moved	711	985
2123,783	Moved	711	988
2123,793	Moved	711	992
2123,799	Moved	711	994
2123,807	Moved	711	995
2123,829	Moved	711	996
2123,837	Moved	711	997
2123,845	Moved	711	1000
2123,853	Moved	711	1003
2123,861	Moved	711	1007
2124,474	Moved	711	1008
2124,481	Moved	711	1006
2124,513	Moved	711	1005
2124,559	Moved	711	1006
2124,575	Moved	711	1007
2124,607	Moved	710	1007
2124,631	Moved	709	1007
2124,639	Moved	709	1006
2124,645	Moved	709	1005
2124,655	Moved	709	1004
2124,661	Moved	709	1003
2124,669	Moved	709	1002
2124,677	Moved	709	1001
2124,685	Moved	709	1000
2124,693	Moved	709	999
2124,701	Moved	709	998
2124,709	Moved	709	997
2124,717	Moved	709	996
2124,725	Moved	709	995
2124,733	Moved	709	994
2124,749	Moved	709	993
2124,755	Moved	709	992
2126,765	Moved	709	991
2126,774	Moved	709	998
2126,953	Moved	710	1001
2126,961	Moved	710	1002
2126,969	Moved	710	1006
2126,977	Moved	710	1009
2126,985	Moved	710	1012
2126,993	Moved	710	1016
2127,753	Moved	710	1017
2127,772	Moved	716	1009
2127,779	Moved	732	991
2127,785	Moved	750	975
2127,794	Moved	775	958
2127,802	Moved	801	940
2127,809	Moved	828	920
2127,817	Moved	855	895
2127,825	Moved	892	872
2127,833	Moved	930	847
2127,841	Moved	967	824
2127,849	Moved	1004	806
2127,857	Moved	1039	787
2127,865	Moved	1074	771
2127,873	Moved	1107	758
2127,881	Moved	1140	748
2127,889	Moved	1172	734
2127,895	Moved	1205	717
2127,904	Moved	1234	705
2127,911	Moved	1261	693
2127,919	Moved	1283	687
2127,927	Moved	1305	681
2127,935	Moved	1323	679
2127,943	Moved	1345	679
2127,951	Moved	1364	677
2127,959	Moved	1388	677
2127,967	Moved	1404	675
2127,975	Moved	1417	675
2127,983	Moved	1425	675
2127,991	Moved	1433	675
2128	Moved	1437	675
2128,006	Moved	1440	675
2128,013	Moved	1444	674
2128,021	Moved	1446	673
2128,029	Moved	1449	672
2128,037	Moved	1453	670
2128,045	Moved	1456	667
2128,054	Moved	1459	666
2128,062	Moved	1463	664
2128,07	Moved	1466	660
2128,078	Moved	1471	657
2128,086	Moved	1476	653
2128,094	Moved	1480	649
2128,102	Moved	1485	642
2128,107	Moved	1491	636
2128,115	Moved	1498	625
2128,124	Moved	1505	616
2128,132	Moved	1511	607
2128,14	Moved	1515	601
2128,148	Moved	1520	596
2128,156	Moved	1524	592
2128,164	Moved	1526	590
2128,171	Moved	1527	589
2128,306	Moved	1528	588
2128,312	Moved	1526	588
2128,319	Moved	1522	587
2128,327	Moved	1519	587
2128,335	Moved	1516	587
2128,343	Moved	1512	587
2128,351	Moved	1509	587
2128,359	Moved	1505	585
2128,367	Moved	1502	585
2128,375	Moved	1499	585
2128,383	Moved	1497	585
2128,391	Moved	1496	585
2128,391	Pressed Left	1495	585
2128,775	Moved	1495	585
2128,783	Moved	1494	585
2128,791	Moved	1489	589
2128,8	Moved	1484	593
2128,808	Moved	1479	594
2128,815	Moved	1474	596
2128,823	Moved	1469	599
2128,829	Moved	1461	602
2128,837	Moved	1451	605
2128,845	Moved	1443	606
2128,853	Moved	1435	608
2128,861	Moved	1422	609
2128,869	Moved	1414	612
2128,877	Moved	1407	614
2128,885	Moved	1401	618
2128,894	Moved	1396	622
2128,902	Moved	1391	626
2128,909	Moved	1386	631
2128,917	Moved	1381	636
2128,925	Moved	1376	641
2128,933	Moved	1371	646
2128,939	Moved	1366	653
2128,947	Moved	1359	661
2128,955	Moved	1354	666
2128,963	Moved	1349	671
2128,971	Moved	1344	678
2128,979	Moved	1339	683
2128,987	Moved	1334	688
2128,996	Moved	1329	691
2129,004	Moved	1325	695
2129,011	Moved	1320	699
2129,019	Moved	1315	704
2129,027	Moved	1310	709
2129,035	Moved	1303	714
2129,041	Moved	1294	720
2129,049	Moved	1284	725
2129,057	Moved	1276	729
2129,065	Moved	1263	734
2129,073	Moved	1247	739
2129,081	Moved	1232	741
2129,089	Moved	1216	743
2129,098	Moved	1200	745
2129,106	Moved	1184	745
2129,113	Moved	1166	745
2129,121	Moved	1147	746
2129,129	Moved	1128	748
2129,137	Moved	1115	748
2129,143	Moved	1105	748
2129,151	Moved	1092	750
2129,159	Moved	1084	750
2129,167	Moved	1079	751
2129,175	Moved	1076	752
2129,183	Moved	1074	753
2129,191	Moved	1073	756
2129,2	Moved	1072	759
2129,208	Moved	1070	762
2129,215	Moved	1069	767
2129,223	Moved	1068	770
2129,349	Moved	1068	771
2129,355	Moved	1068	772
2129,363	Moved	1068	776
2129,371	Moved	1068	778
2129,379	Moved	1068	780
2129,387	Moved	1065	781
2129,395	Moved	1061	782
2129,403	Moved	1057	784
2129,411	Moved	1046	787
2129,419	Moved	1038	788
2129,427	Moved	1030	791
2129,435	Moved	1021	795
2129,443	Moved	1012	801
2129,451	Moved	1003	808
2129,457	Moved	994	816
2129,465	Moved	988	824
2129,473	Moved	981	830
2129,481	Moved	978	833
2129,489	Moved	974	835
2129,497	Moved	972	836
2129,505	Moved	970	837
2129,513	Moved	969	838
2129,529	Moved	968	839
2129,591	Moved	967	840
2129,599	Moved	966	839
2129,607	Moved	964	836
2129,615	Moved	960	831
2129,623	Moved	956	827
2129,631	Moved	953	822
2129,639	Moved	949	819
2129,647	Moved	945	815
2129,655	Moved	943	813
2129,669	Moved	941	812
2129,89	Moved	941	811
2129,906	Moved	940	811
2129,914	Moved	939	811
2129,922	Moved	938	811
2129,93	Moved	937	812
2129,938	Moved	935	814
2129,946	Moved	933	815
2129,968	Moved	932	816
2129,976	Moved	931	816
2129,986	Moved	929	814
2129,992	Moved	925	810
2130	Moved	919	806
2130,008	Moved	914	804
2130,015	Moved	910	801
2130,023	Moved	905	799
2130,031	Moved	900	798
2130,211	Moved	897	798
2130,219	Moved	897	797
2130,227	Moved	897	793
2130,235	Moved	896	792
2130,243	Moved	895	792
2130,251	Moved	894	792
2130,329	Moved	893	792
2130,347	Moved	892	791
2130,353	Moved	890	790
2130,361	Moved	885	788
2130,369	Moved	881	788
2130,377	Moved	876	787
2130,385	Moved	872	787
2130,391	Moved	868	787
2130,399	Moved	865	788
2130,407	Moved	864	789
2130,423	Moved	863	790
2130,431	Moved	862	791
2130,449	Moved	861	792
2130,455	Moved	861	793
2130,533	Moved	860	793
2130,541	Moved	858	790
2130,551	Moved	847	778
2130,557	Moved	831	762
2130,565	Moved	815	746
2130,573	Moved	797	728
2130,581	Moved	774	710
2130,589	Moved	750	691
2130,596	Moved	728	673
2130,606	Moved	705	657
2130,611	Moved	685	641
2130,619	Moved	669	631
2130,627	Moved	660	623
2130,635	Moved	651	617
2130,643	Moved	646	612
2130,653	Moved	642	609
2130,659	Moved	640	605
2130,839	Moved	639	604
2130,847	Moved	639	603
2130,859	Moved	635	595
2130,863	Moved	629	582
2130,871	Moved	620	559
2130,879	Moved	612	530
2130,887	Moved	604	500
2130,895	Moved	596	471
2130,903	Moved	584	445
2130,909	Moved	574	421
2130,919	Moved	565	399
2130,925	Moved	559	377
2130,933	Moved	553	354
2130,941	Moved	547	332
2130,949	Moved	541	308
2130,957	Moved	535	286
2130,965	Moved	530	273
2130,973	Moved	528	268
2130,981	Moved	527	266
2131,108	Moved	527	265
2131,124	Moved	526	264
2131,13	Moved	524	263
2131,138	Moved	520	260
2131,146	Moved	518	259
2131,154	Moved	517	258
2131,162	Moved	515	257
2131,169	Moved	514	255
2131,177	Moved	512	252
2131,185	Moved	508	249
2131,193	Moved	505	244
2131,201	Moved	501	237
2131,209	Moved	497	232
2131,217	Moved	493	226
2131,225	Moved	490	221
2131,231	Moved	486	216
2131,239	Pressed Left	485	215
2131,413	Moved	485	215
2131,421	Moved	485	225
2131,429	Moved	491	255
2131,437	Moved	502	286
2131,443	Moved	514	319
2131,451	Moved	531	357
2131,459	Moved	543	390
2131,467	Moved	555	422
2131,475	Moved	570	455
2131,483	Moved	582	484
2131,491	Moved	594	510
2131,5	Moved	606	534
2131,507	Moved	616	553
2131,515	Moved	623	568
2131,523	Moved	627	579
2131,531	Moved	630	587
2131,539	Moved	631	595
2131,545	Moved	632	600
2131,553	Moved	632	605
2131,561	Moved	634	610
2131,569	Moved	634	613
2131,577	Moved	634	617
2131,585	Moved	633	620
2131,593	Moved	632	624
2131,602	Moved	631	626
2131,609	Moved	631	628
2131,617	Moved	631	629
2131,625	Moved	630	630
2133,124	Moved	630	631
2133,132	Moved	655	637
2133,14	Moved	699	645
2133,148	Moved	743	656
2133,156	Moved	787	673
2133,164	Moved	827	687
2133,172	Moved	862	697
2133,18	Moved	890	705
2133,188	Moved	906	711
2133,196	Moved	910	714
2133,204	Moved	909	719
2133,313	Moved	906	723
2133,424	Moved	905	723
2133,432	Moved	905	718
2133,438	Moved	905	715
2133,445	Moved	904	711
2134,632	Moved	904	710
2134,64	Moved	912	702
2134,648	Moved	929	691
2134,656	Moved	944	684
2134,664	Moved	960	675
2134,672	Moved	980	663
2134,679	Moved	1002	647
2134,686	Moved	1027	627
2134,695	Moved	1052	608
2134,701	Moved	1080	590
2134,709	Moved	1114	573
2134,717	Moved	1151	555
2134,725	Moved	1182	538
2134,733	Moved	1214	522
2134,741	Moved	1245	503
2134,75	Moved	1278	483
2134,757	Moved	1304	467
2134,766	Moved	1326	457
2134,773	Moved	1345	447
2134,781	Moved	1361	438
2134,789	Moved	1370	432
2134,795	Moved	1375	429
2134,803	Moved	1379	425
2134,811	Moved	1380	424
2135,165	Moved	1380	423
2135,173	Moved	1379	435
2135,181	Moved	1377	472
2135,189	Moved	1377	514
2135,197	Moved	1373	556
2135,205	Moved	1365	595
2135,213	Moved	1358	630
2135,219	Moved	1352	656
2135,227	Moved	1346	679
2135,235	Moved	1341	694
2135,243	Moved	1336	707
2135,251	Moved	1333	716
2135,261	Moved	1331	719
2135,267	Moved	1330	722
2135,275	Moved	1329	727
2135,283	Moved	1328	732
2135,291	Moved	1326	737
2135,299	Moved	1325	740
2135,308	Moved	1324	744
2135,322	Moved	1323	746
2135,33	Moved	1322	747
2136,601	Moved	1321	747
2136,61	Moved	1320	748
2136,617	Moved	1317	748
2136,625	Moved	1315	747
2136,633	Moved	1314	746
2136,822	Moved	1313	746
2136,83	Moved	1315	745
2136,838	Moved	1316	744
2136,854	Moved	1317	744
2136,862	Moved	1317	746
2136,87	Moved	1317	751
2136,877	Moved	1317	755
2136,885	Moved	1316	762
2136,891	Moved	1315	768
2136,901	Moved	1314	773
2136,907	Moved	1313	779
2136,916	Moved	1311	784
2136,924	Moved	1310	789
2136,932	Moved	1309	795
2136,94	Moved	1307	800
2136,947	Moved	1305	806
2136,955	Moved	1304	811
2136,963	Moved	1302	816
2136,971	Moved	1299	819
2136,979	Moved	1298	823
2136,987	Moved	1297	826
2136,995	Moved	1295	829
2137,004	Moved	1293	831
2137,01	Moved	1292	832
2137,017	Moved	1291	833
2137,025	Moved	1290	834
2137,033	Moved	1289	835
2137,041	Moved	1288	836
2137,049	Moved	1287	837
2137,065	Moved	1286	837
2137,073	Moved	1285	837
2137,089	Moved	1284	838
2137,159	Moved	1283	838
2137,755	Moved	1282	838
2137,763	Moved	1276	835
2137,771	Moved	1256	823
2137,779	Moved	1236	811
2137,787	Moved	1218	797
2137,795	Moved	1198	785
2137,804	Moved	1178	771
2137,812	Moved	1155	755
2137,819	Moved	1137	739
2137,827	Moved	1127	725
2137,835	Moved	1117	715
2137,841	Moved	1112	710
2137,849	Moved	1106	706
2137,857	Moved	1103	704
2137,991	Moved	1101	704
2138	Moved	1107	699
2138,007	Moved	1112	692
2138,016	Moved	1113	687
2138,024	Moved	1113	684
2138,031	Moved	1112	683
2138,039	Moved	1108	682
2138,045	Moved	1097	680
2138,053	Moved	1077	678
2138,061	Moved	1055	678
2138,069	Moved	1022	681
2138,077	Moved	987	692
2138,085	Moved	948	708
2138,093	Moved	908	729
2138,102	Moved	866	756
2138,11	Moved	820	782
2138,117	Moved	771	809
2138,125	Moved	722	837
2138,133	Moved	680	864
2138,141	Moved	642	887
2138,149	Moved	609	910
2138,155	Moved	583	930
2138,163	Moved	562	949
2138,171	Moved	542	971
2138,179	Moved	524	993
2138,187	Moved	510	1015
2138,195	Moved	503	1028
2138,203	Moved	496	1044
2138,211	Moved	492	1055
2138,219	Moved	487	1063
2138,227	Moved	486	1071
2138,235	Moved	485	1075
2138,243	Moved	484	1078
2138,251	Moved	484	1081
2138,257	Moved	485	1083
2138,265	Moved	489	1086
2138,273	Moved	492	1089
2138,281	Moved	496	1092
2138,289	Moved	498	1094
2138,298	Moved	501	1097
2138,306	Moved	503	1098
2138,314	Moved	507	1101
2138,321	Moved	509	1103
2138,329	Moved	513	1107
2138,337	Moved	516	1110
2138,345	Moved	518	1113
2138,351	Moved	520	1117
2138,361	Moved	521	1119
2138,367	Moved	522	1122
2138,375	Moved	523	1125
2138,383	Moved	524	1128
2138,392	Moved	525	1131
2138,4	Moved	526	1135
2138,408	Moved	529	1138
2138,415	Moved	532	1143
2138,424	Moved	536	1148
2138,431	Moved	538	1152
2138,439	Moved	542	1155
2138,447	Moved	544	1158
2138,455	Moved	545	1159
2138,461	Moved	546	1160
2138,469	Moved	547	1161
2138,477	Moved	548	1162
2138,485	Moved	549	1163
2138,493	Moved	551	1165
2138,501	Moved	554	1167
2138,509	Moved	556	1168
2138,517	Moved	558	1169
2138,525	Moved	559	1170
2138,533	Moved	561	1171
2138,541	Moved	562	1173
2138,549	Moved	563	1175
2138,557	Moved	564	1177
2138,563	Moved	565	1179
2138,571	Moved	566	1183
2138,579	Moved	567	1186
2138,587	Moved	569	1189
2138,595	Moved	570	1192
2138,604	Moved	571	1195
2138,612	Moved	572	1199
2138,619	Moved	573	1199
2138,627	Moved	574	1199
2138,635	Moved	575	1199
2138,643	Moved	576	1199
2138,659	Pressed Left	577	1199
2138,816	Moved	577	1199
2138,823	Moved	582	1187
2138,831	Moved	590	1165
2138,839	Moved	598	1141
2138,847	Moved	610	1112
2138,855	Moved	618	1082
2138,863	Moved	627	1044
2138,866	Moved	641	1003
2138,866	Moved	667	962
2138,885	Moved	699	921
2138,893	Moved	744	878
2138,901	Moved	789	844
2138,909	Moved	827	813
2138,917	Moved	863	783
2138,925	Moved	894	756
2138,933	Moved	923	731
2138,941	Moved	943	709
2138,949	Moved	959	691
2138,957	Moved	968	677
2138,965	Moved	971	672
2138,973	Moved	973	669
2139,153	Moved	974	668
2139,162	Moved	968	667
2139,17	Moved	962	665
2139,178	Moved	956	665
2139,185	Moved	950	666
2139,191	Moved	943	667
2139,199	Moved	934	668
2139,208	Moved	925	671
2139,216	Moved	917	675
2139,224	Moved	909	679
2139,231	Moved	904	684
2139,239	Moved	899	689
2139,243	Moved	895	694
2139,243	Moved	891	699
2139,259	Moved	888	704
2139,259	Moved	885	708
2139,274	Moved	883	711
2139,274	Moved	882	715
2139,29	Moved	881	717
2139,29	Moved	880	718
2139,31	Moved	880	719
2139,317	Moved	880	720
2139,317	Moved	880	721
2139,334	Moved	880	722
2139,342	Moved	881	723
2139,346	Moved	882	724
2139,393	Moved	883	725
2139,417	Moved	884	726
2139,436	Moved	885	726
2139,444	Moved	886	726
2139,448	Moved	887	726
2139,448	Moved	888	726
2139,464	Moved	889	726
2139,464	Moved	890	726
2139,48	Moved	891	725
2139,48	Moved	892	723
2139,495	Moved	893	719
2139,495	Moved	894	716
2139,513	Moved	895	712
2139,517	Moved	896	709
2139,517	Moved	897	707
2139,533	Moved	898	706
2139,533	Moved	899	705
2139,548	Moved	900	704
2139,564	Moved	901	704
2139,655	Moved	902	704
2139,732	Pressed Left	902	703
2142,767	Moved	902	703
2142,767	Moved	897	697
2142,782	Moved	872	679
2142,782	Moved	841	662
2142,798	Moved	808	650
2142,798	Moved	775	640
2142,819	Moved	740	629
2142,827	Moved	708	621
2142,835	Moved	679	613
2142,843	Moved	653	601
2142,851	Moved	631	589
2142,86	Moved	614	578
2142,868	Moved	601	571
2142,876	Moved	591	565
2142,879	Moved	582	561
2142,879	Moved	576	557
2142,895	Moved	572	554
2142,895	Moved	568	552
2142,914	Moved	565	551
2142,92	Moved	561	550
2142,92	Moved	559	548
2142,936	Moved	556	545
2142,936	Moved	552	543
2142,951	Moved	549	541
2142,951	Moved	545	537
2142,967	Moved	541	535
2142,978	Moved	537	534
2142,986	Moved	534	533
2142,992	Moved	532	532
2143	Moved	531	531
2143,007	Moved	530	530
2143,016	Moved	529	529
2143,023	Moved	528	528
2143,031	Moved	527	527
2143,039	Moved	526	527
2143,047	Moved	525	527
2143,055	Moved	525	530
2143,063	Moved	525	537
2143,071	Moved	525	541
2143,227	Moved	525	542
2143,235	Moved	525	539
2143,243	Moved	517	534
2143,251	Moved	495	534
2143,259	Moved	473	534
2143,267	Moved	446	534
2143,275	Moved	420	534
2143,283	Moved	392	534
2143,291	Moved	361	538
2143,299	Moved	331	544
2143,305	Moved	298	546
2143,313	Moved	271	548
2143,321	Moved	240	548
2143,329	Moved	212	548
2143,337	Moved	186	550
2143,345	Moved	157	552
2143,353	Moved	131	554
2143,361	Moved	107	558
2143,369	Moved	85	562
2143,377	Moved	63	568
2143,385	Moved	44	573
2143,393	Moved	22	579
2143,401	Moved	0	585
2143,41	Moved	0	591
2143,416	Moved	0	595
2143,423	Moved	0	599
2143,431	Moved	0	601
2143,439	Moved	0	602
2143,447	Moved	0	603
2143,455	Moved	0	603
2143,456	Pressed Left	0	604
2143,573	Moved	0	604
2143,581	Moved	0	605
2143,589	Moved	18	634
2143,597	Moved	47	667
2143,606	Moved	76	696
2143,614	Moved	99	723
2143,619	Moved	117	745
2143,627	Moved	133	761
2143,635	Moved	149	777
2143,643	Moved	161	794
2143,651	Moved	177	810
2143,659	Moved	189	821
2143,667	Moved	194	826
2143,675	Moved	199	831
2143,683	Moved	203	836
2143,691	Moved	206	842
2143,699	Moved	210	847
2143,707	Moved	214	850
2143,715	Moved	215	853
2143,965	Moved	216	854
2143,997	Moved	217	854
2144,005	Moved	225	841
2144,014	Moved	232	828
2144,021	Moved	248	812
2144,029	Moved	272	793
2144,037	Moved	299	769
2144,043	Moved	328	744
2144,051	Moved	355	723
2144,059	Moved	375	705
2144,067	Moved	391	687
2144,075	Moved	402	670
2144,083	Moved	414	650
2144,091	Moved	421	634
2144,099	Moved	428	621
2144,107	Moved	432	613
2144,116	Moved	433	610
2144,123	Moved	434	609
2144,319	Moved	434	608
2144,327	Moved	434	607
2144,335	Moved	431	598
2144,344	Moved	429	596
2144,352	Moved	427	595
2144,358	Moved	426	593
2144,366	Moved	423	588
2144,376	Moved	422	580
2144,382	Moved	421	569
2144,39	Moved	421	551
2144,398	Moved	421	532
2144,406	Moved	421	510
2144,414	Moved	419	484
2144,421	Moved	417	458
2144,429	Moved	415	436
2144,437	Moved	415	417
2144,445	Moved	413	404
2144,453	Moved	413	394
2144,459	Moved	413	385
2144,467	Moved	413	378
2144,477	Moved	413	373
2144,483	Moved	413	369
2144,491	Moved	412	366
2144,499	Moved	412	365
2145,685	Pressed Left	412	364
2146,297	Moved	412	364
2146,305	Moved	415	372
2146,313	Moved	431	400
2146,321	Moved	450	427
2146,33	Moved	468	457
2146,338	Moved	491	490
2146,346	Moved	513	523
2146,352	Moved	536	550
2146,36	Moved	559	577
2146,368	Moved	582	606
2146,376	Moved	609	637
2146,384	Moved	634	671
2146,392	Moved	659	706
2146,4	Moved	682	746
2146,408	Moved	700	785
2146,416	Moved	723	829
2146,423	Moved	740	868
2146,431	Moved	756	899
2146,439	Moved	766	923
2146,447	Moved	771	939
2146,453	Moved	773	949
2146,461	Moved	772	959
2146,469	Moved	770	964
2146,477	Moved	768	967
2146,485	Moved	764	971
2146,493	Moved	761	973
2146,501	Moved	757	974
2146,51	Moved	754	974
2146,517	Moved	751	974
2146,525	Moved	747	974
2146,533	Moved	745	973
2146,541	Moved	743	972
2146,721	Moved	742	972
2146,745	Moved	742	971
2146,753	Moved	742	970
2146,761	Moved	741	965
2146,767	Moved	740	962
2146,949	Moved	739	961
2146,965	Moved	738	960
2146,973	Moved	737	960
2146,979	Moved	735	960
2147,097	Moved	734	961
2147,105	Moved	734	966
2147,114	Moved	733	969
2147,122	Moved	732	973
2147,178	Moved	731	975
2147,192	Moved	730	975
2147,2	Moved	728	976
2147,208	Moved	727	977
2147,216	Moved	725	978
2147,224	Moved	722	981
2147,232	Moved	719	985
2147,239	Moved	717	988
2147,247	Moved	713	992
2147,255	Moved	712	993
2147,263	Moved	711	994
2147,271	Moved	710	996
2147,279	Moved	709	997
2147,287	Moved	708	999
2147,301	Moved	707	1001
2147,381	Moved	707	1002
2147,389	Moved	705	999
2147,395	Moved	699	990
2147,403	Moved	689	972
2147,411	Moved	673	949
2147,419	Moved	654	916
2147,427	Moved	631	875
2147,435	Moved	604	826
2147,443	Moved	571	767
2147,451	Moved	541	709
2147,459	Moved	511	649
2147,467	Moved	483	597
2147,475	Moved	453	546
2147,483	Moved	425	497
2147,489	Moved	400	451
2147,499	Moved	381	412
2147,505	Moved	365	377
2147,513	Moved	352	344
2147,521	Moved	340	320
2147,529	Moved	334	301
2147,537	Moved	329	288
2147,545	Moved	327	280
2147,553	Moved	325	275
2147,561	Moved	324	270
2147,569	Moved	323	267
2147,577	Moved	322	264
2147,835	Moved	322	263
2147,843	Moved	322	262
2147,851	Moved	332	252
2147,859	Moved	341	242
2147,867	Moved	346	237
2147,875	Moved	350	234
2147,883	Moved	351	231
2147,883	Pressed Left	352	230
2148,087	Moved	352	230
2148,095	Moved	354	232
2148,103	Moved	381	258
2148,111	Moved	419	294
2148,119	Moved	459	330
2148,125	Moved	491	362
2148,133	Moved	516	387
2148,141	Moved	540	409
2148,149	Moved	563	434
2148,157	Moved	588	461
2148,165	Moved	604	487
2148,173	Moved	610	515
2148,181	Moved	612	548
2148,189	Moved	609	577
2148,197	Moved	601	599
2148,361	Moved	597	602
2148,369	Moved	597	600
2148,377	Moved	597	597
2148,385	Moved	598	596
2148,393	Moved	601	595
2148,401	Moved	602	595
2148,409	Moved	605	596
2148,417	Moved	608	599
2148,425	Moved	613	604
2148,431	Moved	618	609
2148,439	Moved	625	618
2148,447	Moved	631	627
2148,455	Moved	638	636
2148,463	Moved	646	645
2148,472	Moved	651	651
2148,48	Moved	660	659
2148,488	Moved	670	669
2148,496	Moved	684	679
2148,504	Moved	698	690
2148,512	Moved	710	698
2148,52	Moved	720	704
2148,528	Moved	729	710
2148,536	Moved	734	715
2148,542	Moved	738	718
2148,55	Moved	739	719
2148,558	Moved	740	720
2150,637	Moved	740	721
2150,645	Moved	748	720
2150,653	Moved	764	713
2150,661	Moved	788	709
2150,669	Moved	818	710
2150,677	Moved	862	718
2150,685	Moved	906	726
2150,693	Moved	950	733
2150,701	Moved	988	739
2150,709	Moved	1020	747
2150,718	Moved	1049	755
2150,725	Moved	1077	765
2150,731	Moved	1103	775
2150,739	Moved	1119	783
2150,747	Moved	1126	789
2150,755	Moved	1127	792
2150,763	Moved	1127	794
2150,771	Moved	1126	795
2150,873	Moved	1125	795
2150,881	Moved	1124	795
2150,889	Moved	1122	793
2150,897	Moved	1118	792
2150,905	Moved	1114	792
2150,913	Moved	1109	792
2150,921	Moved	1106	793
2150,929	Moved	1105	794
2154,389	Moved	1104	794
2154,399	Moved	1105	789
2154,405	Moved	1113	767
2154,413	Moved	1123	751
2154,421	Moved	1130	735
2154,429	Moved	1144	715
2154,437	Moved	1158	695
2154,445	Moved	1172	671
2154,453	Moved	1191	644
2154,461	Moved	1211	620
2154,469	Moved	1233	602
2154,477	Moved	1250	590
2154,485	Moved	1268	576
2154,491	Moved	1280	566
2154,499	Moved	1296	554
2154,507	Moved	1309	543
2154,515	Moved	1318	536
2154,524	Moved	1326	525
2154,531	Moved	1331	518
2154,539	Moved	1335	513
2154,547	Moved	1339	508
2154,555	Moved	1341	504
2154,563	Moved	1343	501
2154,571	Moved	1344	498
2154,579	Moved	1345	494
2154,587	Moved	1347	492
2154,595	Moved	1348	490
2154,601	Moved	1349	489
2154,609	Moved	1350	488
2154,689	Moved	1350	487
2154,697	Moved	1351	487
2154,705	Moved	1352	486
2154,711	Moved	1353	485
2154,719	Moved	1354	484
2154,878	Pressed Left	1355	484
2155,347	Moved	1355	484
2155,355	Moved	1354	484
2155,363	Moved	1352	484
2155,371	Moved	1349	484
2155,379	Moved	1348	484
2155,387	Moved	1346	484
2155,395	Moved	1344	484
2155,403	Moved	1343	484
2155,411	Moved	1342	484
2155,428	Moved	1341	484
2155,449	Moved	1340	484
2155,457	Moved	1339	484
2155,465	Moved	1337	484
2155,473	Moved	1335	484
2155,481	Moved	1332	484
2155,489	Moved	1327	485
2155,497	Moved	1322	485
2155,505	Moved	1314	486
2155,513	Moved	1303	489
2155,522	Moved	1293	494
2155,53	Moved	1282	498
2155,537	Moved	1274	503
2155,543	Moved	1266	507
2155,551	Moved	1260	511
2155,559	Moved	1255	513
2155,567	Moved	1252	515
2155,575	Moved	1249	516
2155,583	Moved	1246	517
2155,591	Moved	1245	518
2155,599	Moved	1244	519
2155,607	Moved	1243	520
2155,615	Moved	1242	520
2155,631	Moved	1241	521
2155,647	Moved	1240	522
2155,653	Moved	1239	523
2155,661	Moved	1238	523
2156,297	Moved	1238	524
2156,305	Moved	1240	525
2156,313	Moved	1243	527
2156,321	Moved	1246	528
2156,329	Moved	1248	529
2156,337	Moved	1252	530
2156,345	Moved	1255	531
2156,353	Moved	1260	533
2156,361	Moved	1265	534
2156,369	Moved	1269	535
2156,377	Moved	1274	536
2156,385	Moved	1279	537
2156,391	Moved	1282	538
2156,399	Moved	1286	540
2156,407	Moved	1289	541
2156,415	Moved	1294	542
2156,423	Moved	1297	542
2156,431	Moved	1302	543
2156,439	Moved	1306	544
2156,447	Moved	1309	545
2156,455	Moved	1312	547
2156,463	Moved	1316	547
2156,471	Moved	1319	548
2156,479	Moved	1320	548
2156,487	Moved	1321	549
2156,493	Moved	1322	549
2156,597	Moved	1323	549
2156,603	Moved	1323	550
2156,611	Moved	1323	551
2156,619	Moved	1315	562
2156,627	Moved	1303	572
2156,635	Moved	1288	586
2156,643	Moved	1268	600
2156,651	Moved	1243	616
2156,659	Moved	1217	630
2156,667	Moved	1191	644
2156,675	Moved	1165	658
2156,683	Moved	1143	670
2156,691	Moved	1123	682
2156,697	Moved	1107	689
2156,705	Moved	1091	695
2156,713	Moved	1076	700
2156,721	Moved	1060	706
2156,729	Moved	1044	709
2156,737	Moved	1031	712
2156,745	Moved	1021	715
2156,909	Moved	1016	719
2156,917	Moved	1028	719
2156,925	Moved	1036	719
2156,933	Moved	1040	719
